Scientific Name,Primary,Class,Order,Family,Genus,Species,Authority,Infrarank,Infrarank Type,Infrarank Authority,Red List Species ID,Modified Year,Category,Criteria
Coregonus pallasii,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,pallasii,"Valenciennes, 1848",,,,135583,2013,LC,
Coregonus peled,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,peled,"(Gmelin, 1789)",,,,5374,2008,LC,
Coregonus pennantii,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,pennantii,"Valenciennes, 1848",,,,135518,2008,CR,"B1ab(iii,v)+2ab(iii,v)"
Coregonus pidschian,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,pidschian,"(Gmelin, 1789)",,,,5375,2008,LC,
Coregonus pollan,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,pollan,"Thompson, 1835",,,,135704,2008,EN,B1ab(iii)+2ab(iii)
Coregonus reighardi,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,reighardi,"(Koelz, 1924)",,,,5376,1996,CR,A1ae
Coregonus renke,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,renke,"(Schrank, 1783)",,,,135513,2008,DD,
Coregonus restrictus,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,restrictus,"Fatio, 1885",,,,135570,2008,EX,
Coregonus sardinella,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,sardinella,"Valenciennes, 1848",,,,62223,2008,LC,
Coregonus sardinella,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,sardinella,"Muchomedijarov, 1948",baunti,ssp.,,41246,1996,DD,
Coregonus stigmaticus,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,stigmaticus,"Regan, 1908",,,,135701,2008,EN,"B2ab(ii,iii,v)"
Coregonus subautumnalis,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,subautumnalis,"Kaganowsky, 1932",,,,169628,2009,VU,A2cd+3cd
Coregonus suidteri,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,suidteri,"Fatio, 1885",,,,135578,2008,LC,
Coregonus trybomi,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,trybomi,"SvÌ_rdson, 1979",,,,5383,2008,CR,"B1ab(iii,iv)+2ab(iii,iv)"
Coregonus vandesius,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,vandesius,"Richardson, 1836",,,,135640,2008,EN,B1ab(iii)+2ab(iii)
Coregonus wartmanni,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,wartmanni,"(Bloch, 1784)",,,,135642,2008,LC,
Coregonus widegreni,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,widegreni,"Malmgren, 1863",,,,135612,2008,DD,
Coregonus zenithicus,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,zenithicus,"(Jordan &amp; Evermann, 1909)",,,,5378,1996,VU,A1bc
Coregonus zuerichensis,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,zuerichensis,"NÌ_sslin, 1882",,,,135693,2008,LC,
Coregonus zugensis,TRUE,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,zugensis,"NÌ_sslin, 1882",,,,135618,2008,LC,
Corematodus shiranus,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Corematodus,shiranus,"Boulenger, 1897",,,,60887,2006,LC,
Corematodus taeniatus,TRUE,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Corematodus,taeniatus,"Trewavas, 1935",,,,60886,2006,LC,
Coreoperca whiteheadi,TRUE,ACTINOPTERYGII,PERCIFORMES,PERCICHTHYIDAE,Coreoperca,whiteheadi,"Boulenger, 1900",,,,166092,2012,LC,
Corica soborna,TRUE,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Corica,soborna,"Hamilton, 1822",,,,166428,2010,LC,
Coris atlantica,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,atlantica,"GÌ_nther, 1862",,,,187532,2010,LC,
Coris auricularis,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,auricularis,"(Valenciennes, 1839)",,,,187764,2010,LC,
Coris aurilineata,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,aurilineata,"Randall &amp; Kuiter, 1982",,,,187729,2010,LC,
Coris aygula,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,aygula,"LacepÌ¬de, 1801",,,,187802,2010,LC,
Coris ballieui,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,ballieui,"Vaillant &amp; Sauvage, 1875",,,,187498,2010,LC,
Coris batuensis,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,batuensis,"(Bleeker, 1856)",,,,187417,2010,LC,
Coris bulbifrons,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,bulbifrons,"Randall &amp; Kuiter, 1982",,,,187392,2010,VU,"B2ab(ii,v)"
Coris caudimacula,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,caudimacula,"(Quoy &amp; Gaimard, 1834)",,,,155006,2010,LC,
Coris centralis,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,centralis,"Randall, 1999",,,,187792,2010,LC,
Coris cuvieri,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,cuvieri,"(Bennett, 1831)",,,,187640,2010,LC,
Coris debueni,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,debueni,"Randall, 1999",,,,187628,2010,LC,
Coris dorsomacula,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,dorsomacula,"Fowler, 1908",,,,187450,2010,LC,
Coris flavovittata,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,flavovittata,"(Bennett, 1828)",,,,187602,2010,LC,
Coris formosa,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,formosa,"(Bennett, 1830)",,,,187664,2010,LC,
Coris gaimard,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,gaimard,"(Quoy &amp; Gaimard, 1824)",,,,187436,2010,LC,
Coris hewetti,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,hewetti,"Randall, 1999",,,,187659,2010,LC,
Coris julis,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,julis,"(Linnaeus, 1758)",,,,187752,2010,LC,
Coris marquesensis,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,marquesensis,"Randall, 1999",,,,187386,2010,LC,
Coris musume,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,musume,"(Jordan &amp; Snyder, 1904)",,,,187663,2010,LC,
Coris nigrotaenia,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,nigrotaenia,"Mee &amp; Hare, 1995",,,,187372,2010,DD,
Coris picta,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,picta,"(Bloch &amp; Schneider, 1801)",,,,187679,2010,LC,
Coris pictoides,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,pictoides,"Randall &amp; Kuiter, 1982",,,,187394,2010,LC,
Coris roseoviridis,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,roseoviridis,"Randall, 1999",,,,187603,2010,LC,
Coris sandeyeri,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,sandeyeri,"(Hector, 1884)",,,,187773,2010,LC,
Coris variegata,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,variegata,"(RÌ_ppell, 1835)",,,,187379,2010,LC,
Coris venusta,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,venusta,"Vaillant &amp; Sauvage, 1875",,,,187785,2010,LC,
Corniger spinosus,TRUE,ACTINOPTERYGII,BERYCIFORMES,HOLOCENTRIDAE,Corniger,spinosus,"Agassiz, 1831",,,,190420,2015,LC,
Corvula batabana,TRUE,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Corvula,batabana,"(Poey, 1860)",,,,46104895,2015,LC,
Corvula macrops,TRUE,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Corvula,macrops,"(Steindachner, 1876)",,,,183510,2010,DD,
Corvula sanctaeluciae,TRUE,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Corvula,sanctaeluciae,"(Jordan, 1890)",,,,46104928,2015,LC,
Corydoras adolfoi,TRUE,ACTINOPTERYGII,SILURIFORMES,CALLICHTHYIDAE,Corydoras,adolfoi,"Burgess, 1982",,,,167665,2009,LC,
Corydoras cervinus,TRUE,ACTINOPTERYGII,SILURIFORMES,CALLICHTHYIDAE,Corydoras,cervinus,"RÌ_ssel, 1962",,,,167789,2009,LC,
Corydoras coppenamensis,TRUE,ACTINOPTERYGII,SILURIFORMES,CALLICHTHYIDAE,Corydoras,coppenamensis,"Nijssen, 1970",,,,167644,2009,LC,
Corydoras ehrhardti,TRUE,ACTINOPTERYGII,SILURIFORMES,CALLICHTHYIDAE,Corydoras,ehrhardti,"Steindachner, 1910",,,,167635,2009,LC,
Corydoras gracilis,TRUE,ACTINOPTERYGII,SILURIFORMES,CALLICHTHYIDAE,Corydoras,gracilis,"Nijssen &amp; IsbrÌ_cker, 1976",,,,167668,2009,LC,
Corydoras melini,TRUE,ACTINOPTERYGII,SILURIFORMES,CALLICHTHYIDAE,Corydoras,melini,"LÌ_nnberg &amp; Rendahl, 1930",,,,167722,2009,LC,
Corymbophanes kaiei,TRUE,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Corymbophanes,kaiei,"Armbruster &amp; Sabaj PÌ©rez, 2000",,,,167688,2009,LC,
Coryogalops monospilus,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryogalops,monospilus,"Randall, 1994",,,,46083881,2015,DD,
Coryphaena equiselis,TRUE,ACTINOPTERYGII,PERCIFORMES,CORYPHAENIDAE,Coryphaena,equiselis,"Linnaeus, 1758",,,,170350,2011,LC,
Coryphaena hippurus,TRUE,ACTINOPTERYGII,PERCIFORMES,CORYPHAENIDAE,Coryphaena,hippurus,"Linnaeus, 1758",,,,154712,2011,LC,
Coryphaenoides ariommus,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,ariommus,"Gilbert &amp; Thompson, 1916",,,,154781,2010,LC,
Coryphaenoides armatus,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,armatus,"(Hector, 1875)",,,,18125776,2015,LC,
Coryphaenoides camurus,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,camurus,"(Smith &amp; Radcliffe, 1912",,,,180115,2013,DD,
Coryphaenoides dubius,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,dubius,"(Smith &amp; Radcliffe, 1912",,,,180116,2013,DD,
Coryphaenoides guentheri,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,guentheri,"(Vaillant, 1888)",,,,198594,2015,LC,
Coryphaenoides leptolepis,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,leptolepis,"GÌ_nther, 1877",,,,15522140,2015,LC,
Coryphaenoides marshalli,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,marshalli,"Iwamoto, 1970",,,,15522143,2015,LC,
Coryphaenoides mediterraneus,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,mediterraneus,"(Giglioli, 1893)",,,,198595,2015,LC,
Coryphaenoides nasutus,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,nasutus,"GÌ_nther, 1877",,,,154702,2010,LC,
Coryphaenoides paramarshalli,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,paramarshalli,"Merrett, 1983",,,,15522146,2015,LC,
Coryphaenoides profundicolus,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,profundicolus,"(Nybelin, 1957)",,,,18125838,2014,LC,
Coryphaenoides rudis ,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,rudis ,"GÌ_nther, 1878",,,,60469866,2015,LC,
Coryphaenoides rupestris,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,rupestris,"Gunnerus, 1765",,,,15522149,2015,CR,A4bd
Coryphaenoides subserrulatus,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,subserrulatus,"Makushok, 1976",,,,154890,2010,LC,
Coryphaenoides thelestomus,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,thelestomus,"Maul, 1951",,,,67963793,2015,DD,
Coryphaenoides zaniophorus,TRUE,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,zaniophorus,"(Vaillant, 1888)",,,,15522152,2015,LC,
Coryphoblennius galerita,TRUE,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Coryphoblennius,galerita,"(Linnaeus, 1758)",,,,185165,2014,LC,
Coryphopterus alloides,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,alloides,"BÌ_hlke &amp; Robins, 1960",,,,185961,2015,VU,A3ce
Coryphopterus dicrus,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,dicrus,"BÌ_hlke &amp; Robins, 1960",,,,185962,2015,LC,
Coryphopterus eidolon,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,eidolon,"BÌ_hlke &amp; Robins, 1960",,,,185954,2015,VU,A3ce
Coryphopterus glaucofraenum,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,glaucofraenum,"Gill, 1863",,,,185957,2015,LC,
Coryphopterus hyalinus,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,hyalinus,"BÌ_hlke &amp; Robins, 1962",,,,155021,2015,VU,A3ce
Coryphopterus kuna,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,kuna,"Victor, 2007",,,,185953,2015,DD,
Coryphopterus lipernes,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,lipernes,"BÌ_hlke &amp; Robins, 1962",,,,185958,2015,VU,A3ce
Coryphopterus personatus,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,personatus,"(Jordan &amp; Thompson, 1905)",,,,185960,2015,VU,A3ce
Coryphopterus punctipectophorus,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,punctipectophorus,"Springer, 1960",,,,185959,2015,LC,
Coryphopterus thrix,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,thrix,"BÌ_hlke &amp; Robins, 1960",,,,185952,2015,VU,A3ce
Coryphopterus tortugae,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,tortugae,"(Jordan, 1904)",,,,185955,2015,VU,A3ce
Coryphopterus urospilus,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,urospilus,"Ginsburg, 1938",,,,183421,2010,LC,
Coryphopterus venezuelae,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,venezuelae,"CervigÌ_n, 1966",,,,185956,2015,VU,A3e
Corythoichthys amplexus,TRUE,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Corythoichthys,amplexus,"Dawson &amp; Randall, 1975",,,,155165,2010,LC,
Cosmocampus albirostris,TRUE,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Cosmocampus,albirostris,"(Kaup, 1856)",,,,46108119,2015,LC,
Cosmocampus arctus,TRUE,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Cosmocampus,arctus,"(Jenkins &amp; Evermann, 1889)",,,,183353,2010,LC,
Cosmocampus brachycephalus,TRUE,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Cosmocampus,brachycephalus,"(Poey, 1868)",,,,46108252,2015,LC,
Cosmocampus elucens,TRUE,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Cosmocampus,elucens,"(Poey, 1868)",,,,155212,2010,LC,
Cosmocampus hildebrandi,TRUE,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Cosmocampus,hildebrandi,"(Herald, 1965)",,,,47150446,2015,LC,
Cosmocampus retropinnis,TRUE,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Cosmocampus,retropinnis,"Dawson, 1982",,,,21133184,2015,DD,
Cosmochilus harmandi,TRUE,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Cosmochilus,harmandi,"Sauvage, 1878",,,,181051,2012,LC,
Cottoclinus canops,TRUE,ACTINOPTERYGII,PERCIFORMES,LABRISOMIDAE,Cottoclinus,canops,"McCosker, Stephens &amp; Rosenblatt, 2003",,,,183258,2010,DD,
Cottunculus konstantinovi,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,PSYCHROLUTIDAE,Cottunculus,konstantinovi,"Myagkov, 1991",,,,18237796,2014,DD,
Cottunculus thomsonii,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,PSYCHROLUTIDAE,Cottunculus,thomsonii,"(GÌ_nther, 1882)",,,,190065,2015,LC,
Cottus aleuticus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,aleuticus,"Gilbert, 1896",,,,202649,2013,LC,
Cottus asper,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,asper,"Richardson, 1836",,,,202650,2013,LC,
Cottus asperrimus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,asperrimus,"Rutter, 1908",,,,5437,2014,NT,
Cottus aturi,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,aturi,"Freyhof, Kottelat &amp; Nolte, 2005",,,,135716,2008,LC,
Cottus baileyi,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,baileyi,"Robins, 1961",,,,202651,2013,LC,
Cottus bairdii,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,bairdii,"Girard, 1850",,,,202652,2013,LC,
Cottus beldingii,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,beldingii,"Eigenmann and Eigenmann, 1891",,,,202653,2013,LC,
Cottus bendirei,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,bendirei,"(Bean, 1881)",,,,202654,2013,LC,
Cottus caeruleomentum,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,caeruleomentum,"Kinziger, Raesly, and Neely, 2000",,,,202655,2013,LC,
Cottus carolinae,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,carolinae,"(Gill, 1861)",,,,202656,2013,LC,
Cottus chattahoochee,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,chattahoochee,"Neely, Williams, and Mayden, 2007",,,,202657,2013,LC,
Cottus cognatus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,cognatus,"Richardson, 1836",,,,202658,2013,LC,
Cottus confusus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,confusus,"Bailey and Bond, 1963",,,,202659,2013,LC,
Cottus duranii,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,duranii,"Freyhof, Kottelat &amp; Nolte, 2005",,,,135576,2008,DD,
Cottus echinatus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,echinatus,"Bailey &amp; Bond, 1963",,,,5438,2013,EX,
Cottus extensus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,extensus,"Bailey &amp; Bond, 1963",,,,5439,2013,VU,D2
Cottus girardi,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,girardi,"Robins, 1961",,,,202660,2013,LC,
Cottus gobio,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,gobio,"Linnaeus, 1758",,,,5445,2013,LC,
Cottus greenei,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,greenei,"(Gilbert &amp; Culver, 1898)",,,,5440,2014,NT,
Cottus gulosus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,gulosus,"(Girard, 1854)",,,,202661,2013,LC,
Cottus haemusi,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,haemusi,"Marinov &amp; Dikov, 1986",,,,135538,2008,DD,
Cottus hispaniolensis,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,hispaniolensis,"B‚_cescu &amp; B‚_cescu-MeÅÙter, 1964",,,,135573,2008,LC,
Cottus hubbsi,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,hubbsi,"Bailey and Dimick, 1949",,,,202662,2013,LC,
Cottus hypselurus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,hypselurus,"Robins and Robison, 1985",,,,202663,2013,LC,
Cottus immaculatus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,immaculatus,"Kinziger & Wood, 2010",,,,18246574,2013,LC,
Cottus kanawhae,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,kanawhae,"Robins, 2005",,,,18246588,2013,LC,
Cottus klamathensis,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,klamathensis,"Gilbert, 1898",,,,202664,2013,LC,
Cottus koshewnikowi,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,koshewnikowi,"Gratzianov, 1907",,,,135489,2013,LC,
Cottus leiopomus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,leiopomus,"Gilbert &amp; Evermann, 1894",,,,5441,2014,NT,
Cottus marginatus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,marginatus,"(Bean, 1881)",,,,202665,2014,NT,
Cottus metae,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,metae,"Freyhof, Kottelat &amp; Nolte, 2005",,,,135685,2008,LC,
Cottus microstomus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,microstomus,"Heckel, 1837",,,,135572,2013,LC,
Cottus paulus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,paulus,"Williams, 2000",,,,5443,2013,CR,B1ab(iii)+2ab(iii)
Cottus perifretum,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,perifretum,"Freyhof, Kottelat &amp; Nolte, 2005",,,,135511,2008,LC,
Cottus perplexus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,perplexus,"Gilbert &amp; Evermann, 1894",,,,202666,2013,LC,
Cottus petiti,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,petiti,"B‚_cescu &amp; B‚_cescu-MeÅÙter, 1964",,,,5447,2006,VU,D2
Cottus pitensis,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,pitensis,"Bailey &amp; Bond, 1963",,,,184085,2013,LC,
Cottus poecilopus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,poecilopus,"Heckel, 1837",,,,5446,2008,LC,
Cottus princeps,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,princeps,"Gilbert, 1898",,,,5442,2013,DD,
Cottus rhenanus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,rhenanus,"Freyhof, Kottelat &amp; Nolte, 2005",,,,135710,2008,LC,
Cottus rhotheus,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,rhotheus,"(Smith, 1882)",,,,202667,2013,LC,
Cottus ricei,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,ricei,"(Nelson, 1876)",,,,202668,2013,LC,
Cottus rondeleti,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,rondeleti,"Freyhof, Kottelat &amp; Nolte, 2005",,,,135648,2008,CR,"B1ab(ii,iii)+2ab(ii,iii)"
Cottus scaturigo,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,scaturigo,"Freyhof, Kottelat &amp; Nolte, 2005",,,,135589,2008,VU,D2
Cottus tallapoosae,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,tallapoosae,"Neely, Williams, and Mayden, 2007",,,,202669,2013,LC,
Cottus tenuis,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,tenuis,"(Evermann &amp; Meek, 1898)",,,,5444,2013,VU,B1ab(iii)+2ab(iii)
Cottus transsilvaniae,TRUE,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,transsilvaniae,"Freyhof, Kottelat &amp; Nolte, 2005",,,,135520,2008,DD,
Cotylopus acutipinnis,TRUE,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Cotylopus,acutipinnis,"Guichenot, 1863",,,,155197,2010,DD,
Couesius plumbeus,TRUE,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Couesius,plumbeus,"(Agassiz, 1850)",,,,202072,2013,LC,
Cranoglanis bouderius,TRUE,ACTINOPTERYGII,SILURIFORMES,CRANOGLANIDIDAE,Cranoglanis,bouderius,"(Richardson, 1846)",,,,166213,2011,VU,A2ae+4ae
Cranoglanis henrici,TRUE,ACTINOPTERYGII,SILURIFORMES,CRANOGLANIDIDAE,Cranoglanis,henrici,"(Vaillant, 1893)",,,,166939,2012,LC,
Craterocephalus amniculus,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINIDAE,Craterocephalus,amniculus,"Crowley &amp; Ivantsoff, 1990",,,,5487,1996,VU,A1c
Craterocephalus centralis,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINIDAE,Craterocephalus,centralis,"Crowley &amp; Ivantsoff, 1990",,,,5488,1996,LR/nt,
Craterocephalus dalhousiensis,TRUE,ACTINOPTERYGII,ATHERINIFORMES,ATHERINIDAE,Craterocephalus,dalhousiensis,"Ivantsoff &amp; Glover, 1974",,,,5489,1996,VU,D2
