Scientific Name,Primary,Class,Order,Family,Genus,Species,Authority,Infrarank,Infrarank Type,Infrarank Authority,Red List Species ID,Modified Year,Category,Criteria
Dasyatis marmorata,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,marmorata,"(Steindachner, 1892)",,,,161748,2009,DD,
Dasyatis matsubarai,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,matsubarai,"Miyosi, 1939",,,,161671,2009,DD,
Dasyatis microps,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,microps,"(Annandale, 1908)",,,,161582,2015,DD,
Dasyatis multispinosa,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,multispinosa,"(Tokarev, 1959)",,,,165300,2009,DD,
Dasyatis navarrae,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,navarrae,"(Steindachner, 1892)",,,,161741,2009,DD,
Dasyatis parvonigra,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,parvonigra,"Last &amp; White, 2008",,,,195442,2015,DD,
Dasyatis pastinaca,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,pastinaca,"(Linnaeus, 1758)",,,,161453,2009,DD,
Dasyatis rudis,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,rudis,"(Gí_nther, 1870)",,,,161620,2009,DD,
Dasyatis sabina,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,sabina,"(Lesueur, 1824)",,,,60158,2006,LC,
Dasyatis say,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,say,"(Lesueur, 1817)",,,,60159,2006,LC,
Dasyatis sinensis,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,sinensis,"(Steindachner, 1892)",,,,161576,2009,DD,
Dasyatis thetidis,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,thetidis,"Ogilby, 1899",,,,161401,2015,LC,
Dasyatis ushiei,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,ushiei,"(Jordan &amp; Hubbs, 1925)",,,,161472,2009,DD,
Dasyatis zugei,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,zugei,"(Mí_ller &amp; Henle, 1841)",,,,60160,2006,NT,
Deania calcea,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Deania,calcea,"(Lowe, 1839)",,,,41798,2003,LC,
Deania hystricosa,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Deania,hystricosa,"(Garman, 1906)",,,,161549,2009,DD,
Deania profundorum,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Deania,profundorum,"(Smith &amp; Radcliffe, 1912)",,,,161551,2009,LC,
Deania quadrispinosa,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Deania,quadrispinosa,"(McCulloch, 1915)",,,,161635,2009,NT,
Dentiraja flindersi,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dentiraja,flindersi,Last &amp; Gledhill 2008,,,,195443,2015,DD,
Dentiraja lemprieri,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dentiraja,lemprieri,"(Richardson, 1845)",,,,161489,2015,LC,
Diplobatis colombiensis,TRUE,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Diplobatis,colombiensis,"Fechhelm &amp; McEachran, 1984",,,,61401,2006,VU,A2bd+3bd+4bd
Diplobatis guamachensis,TRUE,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Diplobatis,guamachensis,"Martí_n Salazar, 1957",,,,61402,2006,VU,A2bd+3bd+4bd
Diplobatis ommata,TRUE,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Diplobatis,ommata,"(Jordan &amp; Gilbert, 1890)",,,,61403,2006,VU,A2bd+3bd+4bd
Diplobatis pictus,TRUE,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Diplobatis,pictus,"Palmer, 1950",,,,61404,2006,VU,A2bd+3bd+4bd
Dipturus acrobelus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,acrobelus,"Last, White &amp; Pogonoski, 2008",,,,195444,2015,LC,
Dipturus apricus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,apricus,"Last, White &amp; Pogonoski, 2008",,,,195445,2015,LC,
Dipturus australis,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,australis,"(Macleay, 1884)",,,,161637,2009,VU,A2bd+4bd
Dipturus batis,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,batis,"(Linnaeus, 1758)",,,,39397,2006,CR,A2bcd+4bcd
Dipturus bullisi,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,bullisi,"(Bigelow &amp; Schroeder, 1962)",,,,161427,2009,DD,
Dipturus campbelli,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,campbelli,"(Wallace, 1967)",,,,44607,2004,NT,
Dipturus cerva,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,cerva,"(Whitley, 1939)",,,,161329,2009,NT,
Dipturus crosnieri,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,crosnieri,"(Sí©ret, 1989)",,,,60118,2006,VU,A3d
Dipturus doutrei,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,doutrei,"(Cadenat, 1960)",,,,161601,2009,DD,
Dipturus ecuadoriensis,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,ecuadoriensis,"(Beebe &amp; Tee-Van, 1941)",,,,63136,2007,DD,
Dipturus endeavouri,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,endeavouri,"Last, 2008",,,,195446,2011,NT,
Dipturus falloargus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,falloargus,"Last, 2008",,,,195447,2015,DD,
Dipturus garricki,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,garricki,"(Bigelow &amp; Schroeder, 1958)",,,,161565,2009,DD,
Dipturus gigas,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,gigas,"(Ishiyama, 1958)",,,,161393,2009,DD,
Dipturus grahami,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,grahami,"Last, 2008",,,,195448,2015,LC,
Dipturus gudgeri,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,gudgeri,(Whitley 1940),,,,161535,2009,NT,
Dipturus healdi,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,healdi,"Last, White &amp; Pogonoski, 2008",,,,195449,2015,LC,
Dipturus innominatus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,innominatus,"(Garrick &amp; Paul, 1974)",,,,41799,2003,NT,
Dipturus johannisdavesi,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,johannisdavesi,"(Alcock, 1899)",,,,161617,2009,DD,
Dipturus kwangtungensis,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,kwangtungensis,"(Chu, 1960)",,,,161400,2009,DD,
Dipturus laevis,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,laevis,"(Mitchill, 1818)",,,,39771,2003,EN,A1bcd
Dipturus lanceorostratus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,lanceorostratus,"(Wallace, 1967)",,,,44608,2004,DD,
Dipturus leptocaudus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,leptocaudus,"(Krefft &amp; Stehmann, 1975)",,,,44644,2004,DD,
Dipturus macrocauda,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,macrocauda,"(Ishiyama, 1955)",,,,161738,2009,DD,
Dipturus melanospilus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,melanospilus,"Last, White &amp; Pogonoski, 2008",,,,195450,2015,DD,
Dipturus mennii,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,mennii,"Gomes &amp; Paragí_, 2001",,,,63124,2007,VU,A4d
Dipturus nidarosiensis,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,nidarosiensis,"(Storm, 1881)",,,,161729,2015,NT,
Dipturus oculus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,oculus,"Last, 2008",,,,195451,2015,LC,
Dipturus olseni,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,olseni,"(Bigelow &amp; Schroeder, 1951)",,,,161718,2009,DD,
Dipturus oregoni,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,oregoni,"(Bigelow &amp; Schroeder, 1958)",,,,161514,2009,DD,
Dipturus oxyrinchus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,oxyrinchus,"(Linnaeus, 1758)",,,,63100,2015,NT,
Dipturus polyommata,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,polyommata,"(Ogilby, 1910)",,,,202053,2015,LC,
Dipturus pullopunctatus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,pullopunctatus,"(Smith, 1964)",,,,44609,2004,LC,
Dipturus queenslandicus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,queenslandicus,"Last, White &amp; Pogonoski, 2008",,,,195452,2015,DD,
Dipturus springeri,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,springeri,"(Wallace, 1967)",,,,161653,2009,DD,
Dipturus stenorhynchus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,stenorhynchus,"(Wallace, 1967)",,,,44610,2004,DD,
Dipturus teevani,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,teevani,"(Bigelow &amp; Schroeder, 1951)",,,,161610,2009,DD,
Dipturus tengu,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,tengu,"(Jordan &amp; Fowler, 1903)",,,,161354,2009,DD,
Dipturus trachydermus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,trachydermus,"(Krefft &amp; Stehmann, 1975)",,,,63116,2007,VU,A4bd
Dipturus wengi,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,wengi,"Sí©ret &amp; Last, 2008",,,,195453,2015,LC,
Dipturus wuhanlingi,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,wuhanlingi,"Jeong &amp; Nakabo, 2008",,,,195454,2011,DD,
Discopyge tschudii,TRUE,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Discopyge,tschudii,"Heckel, 1846",,,,44993,2004,NT,
Discopyge tschudii,TRUE,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Discopyge,tschudii,"Heckel in Tschudi, 1844",,,,44994,2004,VU,A3bd+4bd
Discopyge tschudii,TRUE,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Discopyge,tschudii,"Heckel in Tschudi, 1844",,,,44995,2004,DD,
Echinorhinus brucus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ECHINORHINIDAE,Echinorhinus,brucus,"(Bonnaterre, 1788)",,,,41801,2003,DD,
Echinorhinus cookei,TRUE,CHONDRICHTHYES,SQUALIFORMES,ECHINORHINIDAE,Echinorhinus,cookei,"Pietschmann, 1928",,,,41802,2003,NT,
Electrolux addisoni,TRUE,CHONDRICHTHYES,RAJIFORMES,NARKIDAE,Electrolux,addisoni,"Compagno &amp; Heemstra, 2007",,,,161428,2009,CR,B2ab(ii)
Eridacnis barbouri,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,PROSCYLLIIDAE,Eridacnis,barbouri,"(Bigelow &amp; Schroeder, 1944)",,,,161330,2009,DD,
Eridacnis radcliffei,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,PROSCYLLIIDAE,Eridacnis,radcliffei,"Smith, 1913",,,,161468,2009,LC,
Eridacnis sinuans,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,PROSCYLLIIDAE,Eridacnis,sinuans,"(Smith, 1957)",,,,44611,2004,LC,
Etmopterus baxteri,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,baxteri,"Garrick, 1957",,,,41803,2003,LC,
Etmopterus bigelowi,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,bigelowi,"Shirai &amp; Tachikawa, 1993",,,,60236,2006,LC,
Etmopterus brachyurus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,brachyurus,"Smith &amp; Radcliffe, 1912",,,,161649,2015,DD,
Etmopterus bullisi,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,bullisi,"Bigelow &amp; Schroeder, 1957",,,,60237,2006,DD,
Etmopterus burgessi,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,burgessi,"Schaaf-da Silva &amp; Ebert, 2006",,,,161327,2009,DD,
Etmopterus carteri,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,carteri,"Springer &amp; Burgess, 1985",,,,60238,2006,DD,
Etmopterus caudistigmus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,caudistigmus,"Last, Burgess &amp; Sí©ret, 2002",,,,41804,2003,LC,
Etmopterus decacuspidatus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,decacuspidatus,"Chan, 1966",,,,161585,2009,DD,
Etmopterus dianthus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,dianthus,"Last, Burgess &amp; Sí©ret, 2002",,,,41805,2015,LC,
Etmopterus dislineatus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,dislineatus,"Last, Burgess &amp; Sí©ret, 2002",,,,41806,2015,LC,
Etmopterus evansi,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,evansi,"Last, Burgess &amp; Sí©ret, 2002",,,,41807,2015,LC,
Etmopterus fusus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,fusus,"Last, Burgess &amp; Sí©ret, 2002",,,,41808,2015,LC,
Etmopterus gracilispinis,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,gracilispinis,"Krefft, 1968",,,,63108,2007,LC,
Etmopterus granulosus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,granulosus,"(Gí_nther, 1880)",,,,63118,2007,LC,
Etmopterus hillianus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,hillianus,"(Poey, 1861)",,,,60239,2006,LC,
Etmopterus litvinovi,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,litvinovi,"Parin &amp; Kotlyar, 1990",,,,63159,2007,DD,
Etmopterus lucifer,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,lucifer,"Jordan &amp; Snyder, 1902",,,,161517,2009,LC,
Etmopterus molleri,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,molleri,"(Whitley, 1939)",,,,161407,2015,DD,
Etmopterus perryi,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,perryi,"Springer &amp; Burgess, 1985",,,,60240,2006,DD,
Etmopterus polli,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,polli,"Bigelow, Schroeder &amp; Springer, 1953",,,,60241,2006,DD,
Etmopterus princeps,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,princeps,"Collett, 1904",,,,60242,2006,DD,
Etmopterus pseudosqualiolus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,pseudosqualiolus,"Last, Burgess &amp; Sí©ret, 2002",,,,41809,2003,LC,
Etmopterus pusillus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,pusillus,"(Lowe, 1839)",,,,161443,2009,LC,
Etmopterus pycnolepis,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,pycnolepis,"Kotlyar, 1990",,,,63160,2007,DD,
Etmopterus robinsi,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,robinsi,"Schofield &amp; Burgess, 1997",,,,60243,2006,LC,
Etmopterus schultzi,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,schultzi,"Bigelow, Schroeder &amp; Springer, 1953",,,,60246,2006,LC,
Etmopterus sentosus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,sentosus,"Bass, D'Aubrey &amp; Kistnasamy, 1976",,,,60244,2006,LC,
Etmopterus spinax,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,spinax,"(Linnaeus, 1758)",,,,161388,2009,LC,
Etmopterus splendidus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,splendidus,"Yano, 1988",,,,161448,2009,DD,
Etmopterus unicolor,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,unicolor,"(Engelhardt, 1912)",,,,161727,2009,DD,
Etmopterus villosus,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,villosus,"Gilbert, 1905",,,,161441,2009,LC,
Etmopterus virens,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,virens,"Bigelow, Schroeder &amp; Springer, 1953",,,,60245,2006,LC,
Eucrossorhinus dasypogon,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,ORECTOLOBIDAE,Eucrossorhinus,dasypogon,"(Bleeker, 1867)",,,,41873,2015,LC,
Euprotomicroides zantedeschia,TRUE,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Euprotomicroides,zantedeschia,"Hulley &amp; Penrith, 1966",,,,44603,2009,DD,
Euprotomicrus bispinatus,TRUE,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Euprotomicrus,bispinatus,"(Quoy &amp; Gaimard, 1824)",,,,60210,2015,LC,
Eusphyra blochii,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Eusphyra,blochii,"(Cuvier, 1816)",,,,41810,2003,NT,
Fenestraja atripinna,TRUE,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,atripinna,"(Bigelow &amp; Schroeder, 1950)",,,,161584,2009,DD,
Fenestraja cubensis,TRUE,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,cubensis,"(Bigelow &amp; Schroeder, 1950)",,,,161693,2009,DD,
Fenestraja ishiyamai,TRUE,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,ishiyamai,"(Bigelow &amp; Schroeder, 1962)",,,,161359,2009,DD,
Fenestraja maceachrani,TRUE,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,maceachrani,"(Sí©ret, 1989)",,,,161502,2009,DD,
Fenestraja mamillidens,TRUE,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,mamillidens,"(Alcock, 1889)",,,,161592,2009,DD,
Fenestraja plutonia,TRUE,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,plutonia,"(Garman, 1881)",,,,161642,2009,DD,
Fenestraja sibogae,TRUE,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,sibogae,"(Weber, 1913)",,,,161348,2009,DD,
Fenestraja sinusmexicanus,TRUE,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Fenestraja,sinusmexicanus,"(Bigelow &amp; Schroeder, 1950)",,,,161656,2009,DD,
Figaro boardmani,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Figaro,boardmani,"(Whitley, 1928)",,,,41811,2003,LC,
Figaro striatus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Figaro,striatus,"Gledhill, Last &amp; White, 2008",,,,42711,2003,DD,
Furgaleus macki,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Furgaleus,macki,"(Whitley, 1943)",,,,39351,2003,LC,
Galeocerdo cuvier,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Galeocerdo,cuvier,"(Pí©ron &amp; Lesueur, 1822)",,,,39378,2009,NT,
Galeorhinus galeus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Galeorhinus,galeus,"(Linnaeus, 1758)",,,,39352,2006,VU,A2bd+3d+4bd
Galeus antillensis,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,antillensis,"Springer, 1979",,,,161732,2009,DD,
Galeus arae,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,arae,"(Nichols, 1927)",,,,161479,2009,LC,
Galeus atlanticus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,atlanticus,"(Vaillant, 1888)",,,,63149,2007,NT,
Galeus cadenati,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,cadenati,"Springer, 1966",,,,161460,2009,DD,
Galeus eastmani,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,eastmani,"(Jordan &amp; Snyder, 1904)",,,,161364,2009,LC,
Galeus gracilis,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,gracilis,"Compagno &amp; Stevens, 1993",,,,41812,2003,DD,
Galeus longirostris,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,longirostris,"Tachikawa &amp; Taniuchi, 1987",,,,161473,2009,DD,
Galeus melastomus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,melastomus,"Rafinesque, 1810",,,,161398,2009,LC,
Galeus mincaronei,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,mincaronei,"Soto, 2001",,,,44578,2004,VU,B1ab(v)
Galeus murinus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,murinus,"(Collett, 1904)",,,,161705,2015,LC,
Galeus nipponensis,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,nipponensis,"Nakaya, 1975",,,,161567,2009,DD,
Galeus piperatus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,piperatus,"Springer &amp; Wagner, 1966",,,,60228,2006,LC,
Galeus polli,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,polli,"Cadenat, 1959",,,,44649,2004,LC,
Galeus priapus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,priapus,"Sí©ret &amp; Last, 2008",,,,195425,2011,LC,
Galeus sauteri,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,sauteri,"(Jordan &amp; Richardson, 1909)",,,,161406,2009,DD,
Galeus schultzi,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,schultzi,"Springer, 1979",,,,161333,2009,DD,
Galeus springeri,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Galeus,springeri,"Konstantinou &amp; Cozzi, 1998",,,,161498,2009,DD,
Ginglymostoma cirratum,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,GINGLYMOSTOMATIDAE,Ginglymostoma,cirratum,"(Bonnaterre, 1788)",,,,60223,2006,DD,
Ginglymostoma cirratum,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,GINGLYMOSTOMATIDAE,Ginglymostoma,cirratum,"(Bonnaterre, 1788)",,,,60224,2006,NT,
Glaucostegus cemiculus,TRUE,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Glaucostegus,cemiculus,"(Geoffroy Saint-Hilaire, 1817)",,,,63132,2007,EN,A4bd
Glaucostegus granulatus,TRUE,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Glaucostegus,granulatus,"(Cuvier, 1829)",,,,60166,2006,VU,A2bd+3d+4d
Glaucostegus halavi,TRUE,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Glaucostegus,halavi,"(Forsskí«l, 1775)",,,,161408,2009,DD,
Glaucostegus thouin,TRUE,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Glaucostegus,thouin,"(Anonymous [LacepíÂde], 1798)",,,,60175,2006,VU,A2abd+3bd+4abd
Glaucostegus typus,TRUE,CHONDRICHTHYES,RAJIFORMES,RHINOBATIDAE,Glaucostegus,typus,"(Anonymous [Bennett], 1830)",,,,41849,2003,VU,A2bd+3bd+4bd
Glyphis gangeticus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Glyphis,gangeticus,"(Mí_ller &amp; Henle, 1839)",,,,9281,2007,CR,A2cde; C2b
Glyphis garricki,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Glyphis,garricki,"Compagno, White &amp; Last, 2008",,,,42712,2003,CR,C2a(i)
Glyphis glyphis,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Glyphis,glyphis,"(Mí_ller &amp; Henle, 1839)",,,,39379,2009,EN,C2a(i)
Glyphis siamensis,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Glyphis,siamensis,"(Steindachner, 1896)",,,,161611,2009,CR,"B1ab(iii,v)"
Gogolia filewoodi,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Gogolia,filewoodi,"Compagno, 1973",,,,41813,2003,DD,
Gollum attenuatus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,PSEUDOTRIAKIDAE,Gollum,attenuatus,(Garrick 1954),,,,41814,2003,LC,
Gurgesiella atlantica,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Gurgesiella,atlantica,"(Bigelow &amp; Schroeder, 1962)",,,,63161,2007,DD,
