Scientific Name,Primary,Class,Order,Family,Genus,Species,Authority,Infrarank,Infrarank Type,Infrarank Authority,Red List Species ID,Modified Year,Category,Criteria
Brochiraja microspinifera,TRUE,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,microspinifera,"Last &amp; McEachran, 2006",,,,161500,2009,DD,
Brochiraja spinifera,TRUE,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,spinifera,"(Garrick &amp; Paul, 1974)",,,,161420,2009,DD,
Bythaelurus alcockii,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,alcockii,"(Garman, 1913)",,,,44227,2004,DD,
Bythaelurus canescens,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,canescens,"(Gí_nther, 1878)",,,,61400,2006,DD,
Bythaelurus clevai,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,clevai,"(Sí©ret, 1987)",,,,44604,2004,DD,
Bythaelurus dawsoni,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,dawsoni,"(Springer, 1971)",,,,44170,2003,DD,
Bythaelurus hispidus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,hispidus,"(Alcock, 1891)",,,,44228,2004,DD,
Bythaelurus immaculatus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,immaculatus,"(Chu &amp; Meng, 1982)",,,,44229,2004,DD,
Bythaelurus incanus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,incanus,"Last &amp; Stevens, 2008",,,,44171,2015,DD,
Bythaelurus lutarius,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,lutarius,"(Springer &amp; D'Aubrey, 1972)",,,,44605,2004,DD,
Carcharhinus acronotus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,acronotus,"(Poey, 1860)",,,,161378,2009,NT,
Carcharhinus albimarginatus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,albimarginatus,"(Rí_ppell, 1837)",,,,161526,2009,NT,
Carcharhinus altimus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,altimus,"(Springer, 1950)",,,,161564,2009,DD,
Carcharhinus amblyrhynchoides,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,amblyrhynchoides,"(Whitley, 1934)",,,,40797,2009,NT,
Carcharhinus amblyrhynchos,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,amblyrhynchos,"(Bleeker, 1856)",,,,39365,2009,NT,
Carcharhinus amboinensis,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,amboinensis,"(Mí_ller &amp; Henle, 1839)",,,,39366,2009,DD,
Carcharhinus amboinensis,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,amboinensis,"(Mí_ller &amp; Henle, 1839)",,,,39543,2009,NT,
Carcharhinus borneensis,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,borneensis,"(Bleeker, 1858)",,,,39367,2009,EN,C2a(ii)
Carcharhinus brachyurus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,brachyurus,"(Gí_nther, 1870)",,,,41742,2003,VU,A2d+3d+4d
Carcharhinus brachyurus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,brachyurus,"(Gí_nther, 1870)",,,,41741,2003,NT,
Carcharhinus brevipinna,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,brevipinna,"(Mí_ller &amp; Henle, 1839)",,,,39544,2000,VU,A1bd+2d
Carcharhinus brevipinna,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,brevipinna,"(Mí_ller &amp; Henle, 1839)",,,,39368,2009,NT,
Carcharhinus cautus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,cautus,"(Whitley, 1945)",,,,41733,2003,DD,
Carcharhinus dussumieri,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,dussumieri,"(Mí_ller &amp; Henle, 1839)",,,,41734,2003,NT,
Carcharhinus falciformis,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,falciformis,"(Mí_ller &amp; Henle, 1839)",,,,39370,2009,NT,
Carcharhinus fitzroyensis,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,fitzroyensis,"(Whitley, 1943)",,,,41735,2003,LC,
Carcharhinus galapagensis,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,galapagensis,"(Snodgrass &amp; Heller, 1905)",,,,41736,2003,NT,
Carcharhinus hemiodon,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,hemiodon,"(Mí_ller &amp; Henle, 1839)",,,,39369,2003,CR,A2acd; C2a(i)
Carcharhinus isodon,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,isodon,"(Mí_ller &amp; Henle, 1839)",,,,161524,2009,LC,
Carcharhinus leiodon,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,leiodon,"Garrick, 1985",,,,39371,2009,VU,B1ab(iii); C2a(ii)
Carcharhinus leucas,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,leucas,"(Mí_ller &amp; Henle, 1839)",,,,39372,2009,NT,
Carcharhinus limbatus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,limbatus,"(Mí_ller &amp; Henle, 1839)",,,,39373,2000,VU,A1bcd+2cd
Carcharhinus limbatus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,limbatus,"(Mí_ller &amp; Henle, 1839)",,,,3851,2009,NT,
Carcharhinus longimanus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,longimanus,"(Poey, 1861)",,,,39374,2015,VU,A2ad+3d+4ad
Carcharhinus macloti,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,macloti,"(Mí_ller &amp; Henle, 1839)",,,,41737,2003,NT,
Carcharhinus melanopterus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,melanopterus,"(Quoy &amp; Gaimard, 1824)",,,,39375,2009,NT,
Carcharhinus obscurus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,obscurus,"(Lesueur, 1818)",,,,3852,2009,VU,A2bd
Carcharhinus obscurus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,obscurus,"(Lesueur, 1818)",,,,39376,2000,VU,A1abd
Carcharhinus perezi,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,perezi,"(Poey, 1876)",,,,60217,2006,NT,
Carcharhinus plumbeus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,plumbeus,"(Nardo, 1827)",,,,3853,2009,VU,A2bd+4bd
Carcharhinus porosus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,porosus,"(Ranzani, 1839)",,,,60220,2006,DD,
Carcharhinus sealei,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,sealei,"(Pietschmann, 1913)",,,,41738,2003,NT,
Carcharhinus signatus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,signatus,"(Poey, 1868)",,,,60221,2006,DD,
Carcharhinus signatus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,signatus,"(Poey, 1868)",,,,60219,2006,VU,A2abd+3bd+4abd
Carcharhinus sorrah,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,sorrah,"(Mí_ller &amp; Henle, 1839)",,,,161376,2009,NT,
Carcharhinus tilstoni,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,tilstoni,"(Whitley, 1950)",,,,41739,2003,LC,
Carcharias taurus,TRUE,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Carcharias,taurus,"Rafinesque, 1810",,,,44070,2003,CR,A2abcd+3cd+4abcd
Carcharias taurus,TRUE,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Carcharias,taurus,"Rafinesque, 1810",,,,44071,2003,NT,
Carcharias taurus,TRUE,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Carcharias,taurus,"Rafinesque, 1810",,,,3854,2009,VU,A2ab+3d
Carcharias taurus,TRUE,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Carcharias,taurus,"Rafinesque, 1810",,,,63163,2007,CR,A2abcd
Carcharodon carcharias,TRUE,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Carcharodon,carcharias,"(Linnaeus, 1758)",,,,3855,2009,VU,A2cd+3cd
Centrophorus atromarginatus,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,atromarginatus,"Garman, 1913",,,,161384,2009,DD,
Centrophorus granulosus,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,granulosus,"Garman, 1906",,,,60216,2006,DD,
Centrophorus harrissoni,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,harrissoni,"McCulloch, 1915",,,,41740,2013,EN,A2bd
Centrophorus isodon,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,isodon,"(Chu, Meng &amp; Liu, 1981)",,,,44563,2004,DD,
Centrophorus lusitanicus,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,lusitanicus,"Barbosa du Bocage &amp; de Brito Capello, 1864",,,,161442,2009,VU,A2bd+4bd
Centrophorus moluccensis,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,moluccensis,"Bleeker, 1860",,,,16727330,2013,LC,
Centrophorus moluccensis,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,moluccensis,"Bleeker, 1860",,,,16727327,2013,NT,
Centrophorus moluccensis,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,moluccensis,"Bleeker, 1860",,,,42838,2013,DD,
Centrophorus seychellorum,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,seychellorum,"Baranes, 2003",,,,161417,2009,DD,
Centrophorus squamosus,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,squamosus,"(Bonnaterre, 1788)",,,,41871,2003,VU,A2bd+3bd+4bd
Centrophorus tessellatus,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,tessellatus,"Garman, 1906",,,,60208,2006,DD,
Centrophorus uyato,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,uyato,"(Rafinesque, 1810)",,,,41745,2003,DD,
Centrophorus westraliensis,TRUE,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,westraliensis,"White, Ebert &amp; Compagno, 2008",,,,195485,2015,DD,
Centroscyllium excelsum,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Centroscyllium,excelsum,"Shirai &amp; Nakaya, 1990",,,,161740,2009,DD,
Centroscyllium fabricii,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Centroscyllium,fabricii,(Reinhardt 1825),,,,161521,2009,LC,
Centroscyllium granulatum,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Centroscyllium,granulatum,"Gí_nther, 1887",,,,44567,2004,DD,
Centroscyllium kamoharai,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Centroscyllium,kamoharai,"Abe, 1966",,,,41746,2003,DD,
Centroscyllium nigrum,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Centroscyllium,nigrum,"Garman, 1899",,,,44514,2004,DD,
Centroscyllium ornatum,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Centroscyllium,ornatum,"(Alcock, 1889)",,,,161578,2009,DD,
Centroscyllium ritteri,TRUE,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Centroscyllium,ritteri,"Jordan &amp; Fowler, 1903",,,,161508,2009,DD,
Centroscymnus coelolepis,TRUE,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Centroscymnus,coelolepis,"Barbosa du Bocage &amp; de Brito Capello, 1864",,,,41747,2003,NT,
Centroscymnus owstonii,TRUE,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Centroscymnus,owstonii,"Garman, 1906",,,,41749,2003,LC,
Centroselachus crepidater,TRUE,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Centroselachus,crepidater,(Barbosa du Bocage &amp; de Brito Capello 1864),,,,46864,2003,LC,
Cephaloscyllium albipinnum,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,albipinnum,"Last, Motomura &amp; White, 2008",,,,42706,2011,NT,
Cephaloscyllium cooki,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,cooki,"Last, Sí©ret &amp; White, 2008",,,,174145,2015,DD,
Cephaloscyllium fasciatum,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,fasciatum,"Chan, 1966",,,,200014,2011,DD,
Cephaloscyllium hiscosellum,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,hiscosellum,"White &amp; Ebert, 2008",,,,195422,2015,LC,
Cephaloscyllium isabellum,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,isabellum,"(Bonnaterre, 1788)",,,,41752,2003,LC,
Cephaloscyllium laticeps,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,laticeps,"(Dumí©ril, 1853)",,,,41753,2003,LC,
Cephaloscyllium maculatum,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,maculatum,"Schaaf-Da Silva &amp; Ebert, 2008",,,,195423,2011,DD,
Cephaloscyllium pardelotum,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,pardelotum,"Schaaf-Da Silva &amp; Ebert, 2008",,,,195424,2011,DD,
Cephaloscyllium sarawakensis,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,sarawakensis,"Yano, Ahmad &amp; Gambang, 2005",,,,161380,2009,DD,
Cephaloscyllium signourum,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,signourum,"Last, Sí©ret &amp; White, 2008",,,,181361,2011,DD,
Cephaloscyllium silasi,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,silasi,"(Talwar, 1974)",,,,161591,2009,DD,
Cephaloscyllium speccum,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,speccum,"Last, Sí©ret &amp; White, 2008",,,,42710,2011,DD,
Cephaloscyllium sufflans,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,sufflans,"(Regan, 1921)",,,,44606,2004,LC,
Cephaloscyllium umbratile,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,umbratile,"Jordan &amp; Fowler, 1903",,,,161724,2009,DD,
Cephaloscyllium variegatum,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,variegatum,"Last &amp; White, 2008",,,,42707,2011,NT,
Cephaloscyllium ventriosum,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,ventriosum,"(Garman, 1880)",,,,60227,2015,LC,
Cephaloscyllium zebrum,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephaloscyllium,zebrum,"Last &amp; White, 2008",,,,42709,2011,DD,
Cephalurus cephalus,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Cephalurus,cephalus,"(Gilbert, 1892)",,,,161455,2009,DD,
Cetorhinus maximus,TRUE,CHONDRICHTHYES,LAMNIFORMES,CETORHINIDAE,Cetorhinus,maximus,"(Gunnerus, 1765)",,,,39340,2009,EN,A2ad
Cetorhinus maximus,TRUE,CHONDRICHTHYES,LAMNIFORMES,CETORHINIDAE,Cetorhinus,maximus,"(Gunnerus, 1765)",,,,39545,2009,EN,A2ad
Cetorhinus maximus,TRUE,CHONDRICHTHYES,LAMNIFORMES,CETORHINIDAE,Cetorhinus,maximus,"(Gunnerus, 1765)",,,,4292,2005,VU,A2ad+3d
Chaenogaleus macrostoma,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,HEMIGALEIDAE,Chaenogaleus,macrostoma,"(Bleeker, 1852)",,,,161695,2009,VU,A2bd+3bd
Chiloscyllium arabicum,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,Chiloscyllium,arabicum,"Gubanov, 1980",,,,161426,2009,NT,
Chiloscyllium burmensis,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,Chiloscyllium,burmensis,"Dingerkus &amp; DeFino, 1983",,,,161616,2009,DD,
Chiloscyllium griseum,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,Chiloscyllium,griseum,"Mí_ller &amp; Henle, 1838",,,,41792,2003,NT,
Chiloscyllium hasselti,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,Chiloscyllium,hasselti,"Bleeker, 1852",,,,161557,2009,NT,
Chiloscyllium indicum,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,Chiloscyllium,indicum,"(Gmelin, 1789)",,,,41791,2003,NT,
Chiloscyllium plagiosum,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,Chiloscyllium,plagiosum,"(Anonymous [Bennett], 1830)",,,,60222,2006,NT,
Chiloscyllium punctatum,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,HEMISCYLLIIDAE,Chiloscyllium,punctatum,"Mí_ller &amp; Henle, 1838",,,,41872,2003,NT,
Chlamydoselachus anguineus,TRUE,CHONDRICHTHYES,HEXANCHIFORMES,CHLAMYDOSELACHIDAE,Chlamydoselachus,anguineus,"Garman, 1884",,,,41794,2003,NT,
Cirrhigaleus asper,TRUE,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Cirrhigaleus,asper,"(Merrett, 1973)",,,,60209,2006,DD,
Cirrhigaleus australis,TRUE,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Cirrhigaleus,australis,"White, Last &amp; Stevens, 2007",,,,161321,2009,DD,
Cirrhigaleus barbifer,TRUE,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Cirrhigaleus,barbifer,"Tanaka, 1912",,,,41795,2009,DD,
Cirrhoscyllium expolitum,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,PARASCYLLIIDAE,Cirrhoscyllium,expolitum,"Smith &amp; Radcliffe, 1913",,,,161351,2009,DD,
Cirrhoscyllium formosanum,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,PARASCYLLIIDAE,Cirrhoscyllium,formosanum,"Teng, 1959",,,,161679,2009,DD,
Cirrhoscyllium japonicum,TRUE,CHONDRICHTHYES,ORECTOLOBIFORMES,PARASCYLLIIDAE,Cirrhoscyllium,japonicum,"Kamohara, 1943",,,,161606,2009,DD,
Crassinarke dormitor,TRUE,CHONDRICHTHYES,RAJIFORMES,NARKIDAE,Crassinarke,dormitor,"Takagi, 1951",,,,161326,2009,DD,
Cruriraja andamanica,TRUE,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,andamanica,"(Lloyd, 1909)",,,,161710,2009,DD,
Cruriraja atlantis,TRUE,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,atlantis,"Bigelow &amp; Schroeder, 1948",,,,161712,2009,DD,
Cruriraja cadenati,TRUE,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,cadenati,"Bigelow &amp; Schroeder, 1962",,,,161374,2009,DD,
Cruriraja durbanensis,TRUE,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,durbanensis,"(von Bonde &amp; Swart, 1923)",,,,161341,2009,DD,
Cruriraja poeyi,TRUE,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,poeyi,"Bigelow &amp; Schroeder, 1948",,,,161711,2009,DD,
Cruriraja rugosa,TRUE,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Cruriraja,rugosa,"Bigelow &amp; Schroeder, 1958",,,,161682,2009,DD,
Ctenacis fehlmanni,TRUE,CHONDRICHTHYES,CARCHARHINIFORMES,PROSCYLLIIDAE,Ctenacis,fehlmanni,"(Springer, 1968)",,,,161499,2009,DD,
Dactylobatus armatus,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dactylobatus,armatus,"Bean &amp; Weed, 1909",,,,161556,2009,DD,
Dactylobatus clarkii,TRUE,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dactylobatus,clarkii,"(Bigelow &amp; Schroeder, 1958)",,,,161331,2009,DD,
Dalatias licha,TRUE,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Dalatias,licha,"(Bonnaterre, 1788)",,,,6229,2009,NT,
Dalatias licha,TRUE,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Dalatias,licha,"(Bonnaterre, 1788)",,,,39464,2000,LR/nt,
Dasyatis acutirostra,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,acutirostra,"Nishida &amp; Nakaya, 1988",,,,60147,2006,NT,
Dasyatis akajei,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,akajei,"(Mí_ller &amp; Henle, 1841)",,,,60148,2006,NT,
Dasyatis americana,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,americana,"Hildebrand &amp; Schroeder, 1928",,,,60149,2006,DD,
Dasyatis bennetti,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,bennetti,"(Mí_ller &amp; Henle, 1841)",,,,161533,2009,DD,
Dasyatis brevicaudata,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,brevicaudata,"(Hutton, 1875)",,,,41796,2003,LC,
Dasyatis centroura,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,centroura,"(Mitchill, 1815)",,,,63152,2007,LC,
Dasyatis chrysonota,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,chrysonota,"(Smith, 1828)",,,,161643,2009,LC,
Dasyatis colarensis,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,colarensis,"Santos, Gomes &amp; Charvet-Almeida, 2004",,,,60151,2006,VU,A3d
Dasyatis dipterura,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,dipterura,"(Jordan &amp; Gilbert, 1880)",,,,60152,2006,DD,
Dasyatis fluviorum,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,fluviorum,"Ogilby, 1908",,,,41797,2003,VU,A2bcd+3cd+4bcd
Dasyatis garouaensis,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,garouaensis,"(Stauch &amp; Blanc, 1962)",,,,39406,2005,VU,"B1ab(iii,iv,v); C2a(ii)"
Dasyatis geijskesi,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,geijskesi,"Boeseman,1948",,,,60153,2006,NT,
Dasyatis gigantea,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,gigantea,"(Lindberg, 1930)",,,,161503,2009,DD,
Dasyatis guttata,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,guttata,"(Bloch &amp; Schneider, 1801)",,,,44592,2004,DD,
Dasyatis hypostigma,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,hypostigma,"Santos &amp; Carvalho, 2004",,,,60154,2006,DD,
Dasyatis izuensis,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,izuensis,"Nishida &amp; Nakaya, 1988",,,,60155,2006,NT,
Dasyatis laevigata,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,laevigata,"Chu, 1960",,,,161618,2009,NT,
Dasyatis laosensis,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,laosensis,"Roberts &amp; Karnasuta,1987",,,,39407,2013,EN,A2acde
Dasyatis lata,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,lata,"(Garman, 1880)",,,,161386,2009,LC,
Dasyatis longa,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,longa,"(Garman, 1880)",,,,60157,2006,DD,
Dasyatis margarita,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,margarita,"(Gí_nther, 1870)",,,,161495,2009,EN,A2bd+3bd+4bd
Dasyatis margaritella,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,margaritella,"Compagno &amp; Roberts, 1984",,,,161520,2009,DD,
Dasyatis marianae,TRUE,CHONDRICHTHYES,RAJIFORMES,DASYATIDAE,Dasyatis,marianae,"Gomes, Rosa &amp; Gadig, 2000",,,,45925,2004,DD,
